Type,SKU,Name,Manage stock?,Stock,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Parent,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Regular price,Description,Short description,Categories
variation,soft-padded-dog-harness-leash-set-Red-M,Soft Padded Dog Harness Leash Set - Red - M,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_32_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_30_PM_eaa55b3a-efc1-4d0a-bf0c-750c2afeff47.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_05_34_58_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPTImageFeb5_2026_04_46_26PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_26_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_25_PM.png",Color,Red,,0.0,soft-padded-dog-harness-leash-set,Accessory size,M,,0.0,,,,
variation,soft-padded-dog-harness-leash-set-Red-S,Soft Padded Dog Harness Leash Set - Red - S,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_32_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_30_PM_eaa55b3a-efc1-4d0a-bf0c-750c2afeff47.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_05_34_58_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPTImageFeb5_2026_04_46_26PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_26_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_25_PM.png",Color,Red,,0.0,soft-padded-dog-harness-leash-set,Accessory size,S,,0.0,,,,
variation,soft-padded-dog-harness-leash-set-Yellow-L,Soft Padded Dog Harness Leash Set - Yellow - L,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_32_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_30_PM_eaa55b3a-efc1-4d0a-bf0c-750c2afeff47.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_05_34_58_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPTImageFeb5_2026_04_46_26PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_26_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_25_PM.png",Color,Yellow,,0.0,soft-padded-dog-harness-leash-set,Accessory size,L,,0.0,,,,
variation,soft-padded-dog-harness-leash-set-Yellow-M,Soft Padded Dog Harness Leash Set - Yellow - M,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_32_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_30_PM_eaa55b3a-efc1-4d0a-bf0c-750c2afeff47.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_05_34_58_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPTImageFeb5_2026_04_46_26PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_26_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_25_PM.png",Color,Yellow,,0.0,soft-padded-dog-harness-leash-set,Accessory size,M,,0.0,,,,
variation,soft-padded-dog-harness-leash-set-Yellow-S,Soft Padded Dog Harness Leash Set - Yellow - S,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_32_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_30_PM_eaa55b3a-efc1-4d0a-bf0c-750c2afeff47.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_05_34_58_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPTImageFeb5_2026_04_46_26PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_26_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-dog-harness-leash-set/ChatGPT_Image_Feb_5_2026_04_46_25_PM.png",Color,Yellow,,0.0,soft-padded-dog-harness-leash-set,Accessory size,S,,0.0,,,,
variable,soft-padded-double-pin-tactical-collar,Soft Padded Double Pin Tactical Collar,0,,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,"Black, Khaki, Olive Green",1.0,0.0,,Accessory size,"L, M, S, XL",1.0,0.0,,"Whether you're hitting rugged hiking trails, undergoing rigorous training sessions, or simply navigating busy urban streets, your dog deserves gear that matches their strength and spirit. This tactical collar combines ultra-resilient, tear-resistant webbing with a plush, breathable cushion that prevents chafing and distributes pressure evenly across the neck. The innovative double-pin locking buckle ensures a secure, fail-safe fit that stays fastened through any terrain or sudden movement, giving you complete peace of mind.<ul><li>Military-Grade Durability: Crafted from heavy-duty 1000D nylon webbing designed to withstand extreme pulling and harsh outdoor conditions.</li><li>Supreme Comfort Padding: Lined with breathable, shock-absorbing foam to prevent rubbing and keep your pet comfortable during long wear.</li><li>Versatile Dual-Attachment Points: Features both a traditional back ring and a front control ring for customized leash handling and anti-pull training.</li><li>Rock-Solid Double-Pin Closure: Engineered with a reinforced metal quick-release buckle and double-pin mechanism for absolute security and tamper resistance.</li><li>High-Visibility Accents & Adjustable Fit: Enhanced with reflective stitching for low-light safety and multiple adjustment slides to perfectly suit active breeds.</li></ul>","Built for serious adventures and everyday security, the Soft Padded Double Pin Tactical Collar delivers military-grade durability without compromising on your dog's comfort. Engineered with heavy-duty materials and plush interior padding, it’s the ultimate gear for strong pups on the go.","Tactical Dog Collar / Padded Dog Collar, Dog Collar / Soft Padded Collar"
variation,soft-padded-double-pin-tactical-collar-Black-L,Soft Padded Double Pin Tactical Collar - Black - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Black,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,L,,0.0,389.0,,,
variation,soft-padded-double-pin-tactical-collar-Black-M,Soft Padded Double Pin Tactical Collar - Black - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Black,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,M,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Black-S,Soft Padded Double Pin Tactical Collar - Black - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Black,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,S,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Black-XL,Soft Padded Double Pin Tactical Collar - Black - XL,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Black,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,XL,,0.0,399.0,,,
variation,soft-padded-double-pin-tactical-collar-Khaki-L,Soft Padded Double Pin Tactical Collar - Khaki - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Khaki,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,L,,0.0,389.0,,,
variation,soft-padded-double-pin-tactical-collar-Khaki-M,Soft Padded Double Pin Tactical Collar - Khaki - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Khaki,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,M,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Khaki-S,Soft Padded Double Pin Tactical Collar - Khaki - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Khaki,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,S,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Khaki-XL,Soft Padded Double Pin Tactical Collar - Khaki - XL,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Khaki,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,XL,,0.0,399.0,,,
variation,soft-padded-double-pin-tactical-collar-Olive_Green-L,Soft Padded Double Pin Tactical Collar - Olive Green - L,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Olive Green,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,L,,0.0,389.0,,,
variation,soft-padded-double-pin-tactical-collar-Olive_Green-M,Soft Padded Double Pin Tactical Collar - Olive Green - M,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Olive Green,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,M,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Olive_Green-S,Soft Padded Double Pin Tactical Collar - Olive Green - S,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Olive Green,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,S,,0.0,385.0,,,
variation,soft-padded-double-pin-tactical-collar-Olive_Green-XL,Soft Padded Double Pin Tactical Collar - Olive Green - XL,1,500.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Soft_padded_double_pin_tactical_collar.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/52579aa0-71fd-40a6-8e95-cadd3688a7e4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_iocfi2iocfi2iocf.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/add1dbd3-6fec-40fe-83d7-1aed17f2bd0a_3404cf79-daee-4fce-94a6-7983cff5a3a9.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/unnamed_5.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_txtbhbtxtbhbtxtb.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-double-pin-tactical-collar/Gemini_Generated_Image_v4ig2dv4ig2dv4ig.png",Color,Olive Green,,0.0,soft-padded-double-pin-tactical-collar,Accessory size,XL,,0.0,399.0,,,
variable,soft-padded-reflective-collar,Soft Padded Reflective Collar,0,,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_11_46_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_lybkplybkplybkpl.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_09_03_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_13_08_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Soft_padded_reflective_collar_2.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_14_27_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/Gemini_Generated_Image_s9h4hvs9h4hvs9h4.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/soft-padded-reflective-collar/ChatGPT_Image_Feb_5_2026_07_10_29_PM.png",Color,"Black, Blue, Brown, Orange, Red, Yellow",1.0,0.0,,Accessory size,"L, M, S",1.0,0.0,,"Give your furry friend the ultimate blend of comfort and safety. The collar’s soft, padded lining prevents irritation while the high‑visibility reflective thread ensures they’re seen during low‑light walks. Adjustable fit, durable buckle, and easy‑to‑clean material make it perfect for everyday adventures.
<ul>
<li>Plush, padded interior for all‑day comfort</li>
<li>Reflective stitching enhances night‑time visibility</li>
<li>Adjustable strap fits necks from 8"" to 22""</li>
<li>Strong, quick‑release buckle for secure fastening</li>
<li>Water‑resistant, easy‑to‑wipe fabric</li>
<li>Available in multiple colors to match your pet’s personality</li>
</ul>",Stay safe and stylish with the Soft Padded Reflective Collar—featuring a plush interior for comfort and reflective stitching for night visibility.,Reflective Dog Collar / Padded Safety Collar
